drugname1	drugname2	cell_line	hsa
METHOTREXATE	TEMOZOLOMIDE	KPL1	-7.799999999999999
METHOTREXATE	ZOLINZA	KPL1	-7.045
MITOMYCINE	ABT-888	KPL1	4.842499999999999
MITOMYCINE	AZD1775	KPL1	2.7725
MITOMYCINE	BEZ-235	KPL1	8.4775
MITOMYCINE	BORTEZOMIB	KPL1	-1.295
MITOMYCINE	DASATINIB	KPL1	7.7925
MITOMYCINE	DINACICLIB	KPL1	-0.54
MITOMYCINE	ERLOTINIB	KPL1	-1.2475
MITOMYCINE	GELDANAMYCIN	KPL1	4.6425
MITOMYCINE	L778123	KPL1	-4.1975
MITOMYCINE	LAPATINIB	KPL1	6.43
MITOMYCINE	MK-2206	KPL1	14.7475
MITOMYCINE	MK-4827	KPL1	2.92
MITOMYCINE	MK-5108	KPL1	-3.405
MITOMYCINE	MK-8669	KPL1	15.009999999999998
MITOMYCINE	MK-8776	KPL1	1.4674999999999998
MITOMYCINE	PD325901	KPL1	5.005
MITOMYCINE	SORAFENIB	KPL1	-1.245
MITOMYCINE	SUNITINIB	KPL1	10.4225
MITOMYCINE	TEMOZOLOMIDE	KPL1	-11.62
MITOMYCINE	ZOLINZA	KPL1	1.3825
MK-2206	ABT-888	KPL1	11.7225
MK-2206	BEZ-235	KPL1	15.3075
MK-2206	BORTEZOMIB	KPL1	5.7875
MK-2206	DASATINIB	KPL1	6.48
MK-2206	DINACICLIB	KPL1	3.5975
MK-2206	ERLOTINIB	KPL1	15.1
MK-2206	GELDANAMYCIN	KPL1	5.9625
MK-2206	MK-8669	KPL1	20.6175
MK-2206	MK-8776	KPL1	11.1275
MK-2206	OXALIPLATIN	KPL1	-3.955
MK-2206	PD325901	KPL1	11.385
MK-2206	SN-38	KPL1	15.725
MK-2206	SORAFENIB	KPL1	11.695
MK-2206	TOPOTECAN	KPL1	14.43
MK-4541	5-FU	KPL1	-0.565
MK-4541	ABT-888	KPL1	9.935
MK-4541	AZD1775	KPL1	9.9075
MK-4541	BEZ-235	KPL1	3.8975
MK-4541	BORTEZOMIB	KPL1	1.315
MK-4541	CARBOPLATIN	KPL1	14.525000000000002
MK-4541	CYCLOPHOSPHAMIDE	KPL1	11.43
MK-4541	DASATINIB	KPL1	2.555
MK-4541	DEXAMETHASONE	KPL1	9.19
MK-4541	DINACICLIB	KPL1	6.535
MK-4541	DOXORUBICIN	KPL1	-1.035
MK-4541	ERLOTINIB	KPL1	7.88
MK-4541	ETOPOSIDE	KPL1	8.7125
MK-4541	GELDANAMYCIN	KPL1	3.3525
MK-4541	GEMCITABINE	KPL1	2.615
MK-4541	L778123	KPL1	-2.49
MK-4541	LAPATINIB	KPL1	8.505
MK-4541	METFORMIN	KPL1	2.1875
MK-4541	METHOTREXATE	KPL1	-4.145
MK-4541	MITOMYCINE	KPL1	-0.4224999999999999
MK-4541	MK-2206	KPL1	8.735
MK-4541	MK-4827	KPL1	4.6875
MK-4541	MK-5108	KPL1	1.2825000000000002
MK-4541	MK-8669	KPL1	10.6675
MK-4541	MK-8776	KPL1	0.875
MK-4541	MRK-003	KPL1	-3.835
MK-4541	OXALIPLATIN	KPL1	7.1450000000000005
MK-4541	PACLITAXEL	KPL1	1.1549999999999998
MK-4541	PD325901	KPL1	6.855
MK-4541	SN-38	KPL1	6.18
MK-4541	SORAFENIB	KPL1	1.6875
MK-4541	SUNITINIB	KPL1	9.3675
MK-4541	TEMOZOLOMIDE	KPL1	2.9725
MK-4541	TOPOTECAN	KPL1	7.1525
MK-4541	VINBLASTINE	KPL1	12.5375
MK-4541	VINORELBINE	KPL1	-0.5275000000000001
MK-4541	ZOLINZA	KPL1	4.5225
MK-4827	ABT-888	KPL1	0.565
MK-4827	BEZ-235	KPL1	6.4175
MK-4827	BORTEZOMIB	KPL1	0.005
MK-4827	DASATINIB	KPL1	5.7875
MK-4827	DINACICLIB	KPL1	0.0999999999999999
MK-4827	ERLOTINIB	KPL1	9.9825
MK-4827	GELDANAMYCIN	KPL1	2.215
MK-4827	MK-2206	KPL1	13.125
MK-4827	MK-8669	KPL1	11.1075
MK-4827	MK-8776	KPL1	6.7125
MK-4827	OXALIPLATIN	KPL1	3.1125
MK-4827	PD325901	KPL1	-1.04
MK-4827	SN-38	KPL1	6.0175
MK-4827	SORAFENIB	KPL1	4.234999999999999
MK-4827	TOPOTECAN	KPL1	4.3100000000000005
MK-5108	ABT-888	KPL1	4.2275
MK-5108	BEZ-235	KPL1	7.3825
MK-5108	BORTEZOMIB	KPL1	-3.995
MK-5108	DASATINIB	KPL1	6.11
MK-5108	DINACICLIB	KPL1	-1.07
MK-5108	ERLOTINIB	KPL1	8.7625
MK-5108	GELDANAMYCIN	KPL1	0.8274999999999999
MK-5108	MK-2206	KPL1	12.15
MK-5108	MK-4827	KPL1	1.865
MK-5108	MK-8669	KPL1	10.34
MK-5108	MK-8776	KPL1	-0.3775
MK-5108	OXALIPLATIN	KPL1	-0.1075
MK-5108	PD325901	KPL1	-1.7975
MK-5108	SN-38	KPL1	-0.1425
MK-5108	SORAFENIB	KPL1	4.8125
MK-5108	TOPOTECAN	KPL1	3.2
MK-8669	BEZ-235	KPL1	17.025
MK-8669	DINACICLIB	KPL1	6.524999999999999
MK-8669	GELDANAMYCIN	KPL1	11.12
MK-8669	MK-8776	KPL1	7.322500000000001
MK-8669	OXALIPLATIN	KPL1	5.5925
MK-8669	SN-38	KPL1	11.7475
MK-8669	SORAFENIB	KPL1	4.135
MK-8669	TOPOTECAN	KPL1	15.3225
MRK-003	5-FU	KPL1	2.23
MRK-003	ABT-888	KPL1	11.06
MRK-003	AZD1775	KPL1	2.0025000000000004
MRK-003	BEZ-235	KPL1	8.23
MRK-003	BORTEZOMIB	KPL1	3.2725000000000004
MRK-003	CARBOPLATIN	KPL1	4.3025
MRK-003	CYCLOPHOSPHAMIDE	KPL1	-1.6525
MRK-003	DASATINIB	KPL1	14.6175
MRK-003	DEXAMETHASONE	KPL1	13.2575
MRK-003	DINACICLIB	KPL1	-0.68
MRK-003	DOXORUBICIN	KPL1	-0.37
MRK-003	ERLOTINIB	KPL1	10.8125
MRK-003	ETOPOSIDE	KPL1	8.557500000000001
MRK-003	GELDANAMYCIN	KPL1	5.41
MRK-003	GEMCITABINE	KPL1	5.0075
MRK-003	L778123	KPL1	2.7175
MRK-003	LAPATINIB	KPL1	11.235
MRK-003	METFORMIN	KPL1	1.4699999999999998
MRK-003	METHOTREXATE	KPL1	0.3224999999999999
MRK-003	MITOMYCINE	KPL1	6.86
MRK-003	MK-2206	KPL1	4.955
MRK-003	MK-4827	KPL1	7.467499999999999
MRK-003	MK-5108	KPL1	3.155
MRK-003	MK-8669	KPL1	6.8925
MRK-003	MK-8776	KPL1	6.08
MRK-003	OXALIPLATIN	KPL1	2.2475
MRK-003	PACLITAXEL	KPL1	3.3275
MRK-003	PD325901	KPL1	9.7525
MRK-003	SN-38	KPL1	9.740000000000002
MRK-003	SORAFENIB	KPL1	8.51
MRK-003	SUNITINIB	KPL1	12.6175
MRK-003	TEMOZOLOMIDE	KPL1	-3.1125
MRK-003	TOPOTECAN	KPL1	10.59
MRK-003	VINBLASTINE	KPL1	12.98
MRK-003	VINORELBINE	KPL1	3.9
MRK-003	ZOLINZA	KPL1	2.8950000000000005
OXALIPLATIN	DINACICLIB	KPL1	3.9075
OXALIPLATIN	MK-8776	KPL1	8.585
OXALIPLATIN	SORAFENIB	KPL1	0.805
PACLITAXEL	ABT-888	KPL1	0.8800000000000001
PACLITAXEL	AZD1775	KPL1	2.245
PACLITAXEL	BEZ-235	KPL1	5.67
PACLITAXEL	BORTEZOMIB	KPL1	-3.52
PACLITAXEL	DASATINIB	KPL1	3.2675
PACLITAXEL	DINACICLIB	KPL1	0.3125
PACLITAXEL	ERLOTINIB	KPL1	3.1425
PACLITAXEL	GELDANAMYCIN	KPL1	-1.48
PACLITAXEL	L778123	KPL1	0.5425
PACLITAXEL	LAPATINIB	KPL1	1.3
PACLITAXEL	MK-2206	KPL1	11.8825
PACLITAXEL	MK-4827	KPL1	-5.34
PACLITAXEL	MK-5108	KPL1	-0.84
PACLITAXEL	MK-8669	KPL1	6.7025
PACLITAXEL	MK-8776	KPL1	-0.7550000000000001
PACLITAXEL	PD325901	KPL1	-0.0174999999999999
PACLITAXEL	SORAFENIB	KPL1	1.6949999999999998
PACLITAXEL	SUNITINIB	KPL1	8.3825
PACLITAXEL	TEMOZOLOMIDE	KPL1	-5.0525
PACLITAXEL	ZOLINZA	KPL1	4.635
PD325901	ABT-888	KPL1	4.0225
PD325901	BEZ-235	KPL1	10.115
PD325901	BORTEZOMIB	KPL1	-0.2775
PD325901	DASATINIB	KPL1	-2.995
PD325901	DINACICLIB	KPL1	1.935
PD325901	GELDANAMYCIN	KPL1	1.735
PD325901	MK-8669	KPL1	8.28
PD325901	MK-8776	KPL1	-1.9525
PD325901	OXALIPLATIN	KPL1	3.0775
PD325901	SN-38	KPL1	5.2925
PD325901	SORAFENIB	KPL1	6.789999999999999
PD325901	TOPOTECAN	KPL1	4.8625
SN-38	DINACICLIB	KPL1	-1.6975
SN-38	MK-8776	KPL1	2.4025
SN-38	SORAFENIB	KPL1	5.2725
SORAFENIB	DINACICLIB	KPL1	-2.6
SORAFENIB	MK-8776	KPL1	-1.1974999999999998
SUNITINIB	ABT-888	KPL1	9.5225
SUNITINIB	AZD1775	KPL1	8.1675
SUNITINIB	BEZ-235	KPL1	14.572500000000002
SUNITINIB	BORTEZOMIB	KPL1	7.53
SUNITINIB	DASATINIB	KPL1	10.3925
SUNITINIB	DINACICLIB	KPL1	3.2925000000000004
SUNITINIB	ERLOTINIB	KPL1	9.3975
SUNITINIB	GELDANAMYCIN	KPL1	3.4775
SUNITINIB	LAPATINIB	KPL1	14.2525
SUNITINIB	MK-2206	KPL1	19.96
SUNITINIB	MK-4827	KPL1	9.4975
SUNITINIB	MK-5108	KPL1	8.559999999999999
SUNITINIB	MK-8669	KPL1	15.0125
SUNITINIB	MK-8776	KPL1	9.7725
SUNITINIB	OXALIPLATIN	KPL1	3.6475
SUNITINIB	PD325901	KPL1	4.5875
SUNITINIB	SN-38	KPL1	13.3525
SUNITINIB	SORAFENIB	KPL1	3.1625
SUNITINIB	TEMOZOLOMIDE	KPL1	2.975
SUNITINIB	TOPOTECAN	KPL1	12.1125
TEMOZOLOMIDE	ABT-888	KPL1	-0.7925
TEMOZOLOMIDE	AZD1775	KPL1	2.4125
TEMOZOLOMIDE	BEZ-235	KPL1	1.5075
TEMOZOLOMIDE	BORTEZOMIB	KPL1	-7.459999999999999
TEMOZOLOMIDE	DASATINIB	KPL1	-2.655
TEMOZOLOMIDE	DINACICLIB	KPL1	-0.1425
TEMOZOLOMIDE	ERLOTINIB	KPL1	1.1574999999999998
TEMOZOLOMIDE	GELDANAMYCIN	KPL1	-8.149999999999999
TEMOZOLOMIDE	LAPATINIB	KPL1	-1.4000000000000004
TEMOZOLOMIDE	MK-2206	KPL1	6.4175
TEMOZOLOMIDE	MK-4827	KPL1	-1.81
TEMOZOLOMIDE	MK-5108	KPL1	-11.4225
TEMOZOLOMIDE	MK-8669	KPL1	15.425
TEMOZOLOMIDE	MK-8776	KPL1	-6.7325
TEMOZOLOMIDE	OXALIPLATIN	KPL1	0.38
TEMOZOLOMIDE	PD325901	KPL1	-7.35
TEMOZOLOMIDE	SN-38	KPL1	-6.1625
TEMOZOLOMIDE	SORAFENIB	KPL1	1.1799999999999995
TEMOZOLOMIDE	TOPOTECAN	KPL1	-4.137499999999999
TOPOTECAN	BEZ-235	KPL1	10.8
TOPOTECAN	DINACICLIB	KPL1	2.605
TOPOTECAN	MK-8776	KPL1	8.594999999999999
TOPOTECAN	SORAFENIB	KPL1	4.4175
VINBLASTINE	ABT-888	KPL1	0.7275
VINBLASTINE	AZD1775	KPL1	11.0475
VINBLASTINE	BEZ-235	KPL1	7.6425
VINBLASTINE	BORTEZOMIB	KPL1	4.45
VINBLASTINE	DASATINIB	KPL1	5.705
VINBLASTINE	DINACICLIB	KPL1	4.32
VINBLASTINE	ERLOTINIB	KPL1	14.295
VINBLASTINE	GELDANAMYCIN	KPL1	-1.2674999999999998
VINBLASTINE	L778123	KPL1	2.885
VINBLASTINE	LAPATINIB	KPL1	5.5475
VINBLASTINE	MK-2206	KPL1	8.8425
VINBLASTINE	MK-4827	KPL1	5.4175
VINBLASTINE	MK-5108	KPL1	8.2325
VINBLASTINE	MK-8669	KPL1	15.73
VINBLASTINE	MK-8776	KPL1	3.0575
VINBLASTINE	PD325901	KPL1	4.57
VINBLASTINE	SORAFENIB	KPL1	8.8825
VINBLASTINE	SUNITINIB	KPL1	9.87
VINBLASTINE	TEMOZOLOMIDE	KPL1	-1.505
VINBLASTINE	ZOLINZA	KPL1	10.5175
VINORELBINE	ABT-888	KPL1	0.7949999999999997
VINORELBINE	AZD1775	KPL1	4.7075
VINORELBINE	BEZ-235	KPL1	8.6325
VINORELBINE	BORTEZOMIB	KPL1	1.3099999999999998
VINORELBINE	DASATINIB	KPL1	4.0275
VINORELBINE	DINACICLIB	KPL1	1.6075
VINORELBINE	ERLOTINIB	KPL1	0.8899999999999999
VINORELBINE	GELDANAMYCIN	KPL1	-1.165
VINORELBINE	LAPATINIB	KPL1	1.65
VINORELBINE	MK-2206	KPL1	13.3575
VINORELBINE	MK-4827	KPL1	-5.33
VINORELBINE	MK-5108	KPL1	-0.7975000000000001
VINORELBINE	MK-8669	KPL1	7.6075
VINORELBINE	MK-8776	KPL1	-0.7075000000000001
VINORELBINE	PD325901	KPL1	-1.905
VINORELBINE	SORAFENIB	KPL1	3.97
VINORELBINE	SUNITINIB	KPL1	9.5875
VINORELBINE	TEMOZOLOMIDE	KPL1	-8.049999999999999
VINORELBINE	ZOLINZA	KPL1	2.6175
ZOLINZA	ABT-888	KPL1	0.505
ZOLINZA	AZD1775	KPL1	4.66
ZOLINZA	BEZ-235	KPL1	6.205
ZOLINZA	BORTEZOMIB	KPL1	3.965
ZOLINZA	DASATINIB	KPL1	5.907500000000001
ZOLINZA	DINACICLIB	KPL1	-3.97
ZOLINZA	ERLOTINIB	KPL1	10.935
ZOLINZA	GELDANAMYCIN	KPL1	2.315
ZOLINZA	GEMCITABINE	KPL1	6.030000000000001
ZOLINZA	LAPATINIB	KPL1	6.1325
ZOLINZA	MK-2206	KPL1	16.345
ZOLINZA	MK-4827	KPL1	0.2574999999999999
ZOLINZA	MK-5108	KPL1	2.71
ZOLINZA	MK-8669	KPL1	11.9275
ZOLINZA	MK-8776	KPL1	0.23
ZOLINZA	OXALIPLATIN	KPL1	3.84
ZOLINZA	PD325901	KPL1	-2.7025
ZOLINZA	SN-38	KPL1	3.9625
ZOLINZA	SORAFENIB	KPL1	3.6425
ZOLINZA	SUNITINIB	KPL1	12.255
ZOLINZA	TEMOZOLOMIDE	KPL1	-3.325
ZOLINZA	TOPOTECAN	KPL1	5.085
5-FU	ABT-888	LNCAP	-0.9275
5-FU	AZD1775	LNCAP	6.08
5-FU	BEZ-235	LNCAP	7.470000000000001
5-FU	BORTEZOMIB	LNCAP	3.810000000000001
5-FU	DASATINIB	LNCAP	-1.25
5-FU	DINACICLIB	LNCAP	5.52
5-FU	ERLOTINIB	LNCAP	2.5875
5-FU	GELDANAMYCIN	LNCAP	7.995000000000001
5-FU	L778123	LNCAP	6.5
5-FU	LAPATINIB	LNCAP	-0.3500000000000001
5-FU	MK-2206	LNCAP	4.785
5-FU	MK-4827	LNCAP	-6.234999999999999
5-FU	MK-5108	LNCAP	-1.98
5-FU	MK-8669	LNCAP	9.635
5-FU	MK-8776	LNCAP	4.275
5-FU	PD325901	LNCAP	-1.4425000000000003
5-FU	SORAFENIB	LNCAP	-1.825
5-FU	SUNITINIB	LNCAP	0.91
5-FU	TEMOZOLOMIDE	LNCAP	-7.422499999999999
5-FU	ZOLINZA	LNCAP	5.12
ABT-888	BEZ-235	LNCAP	12.4575
ABT-888	DINACICLIB	LNCAP	9.9875
ABT-888	GELDANAMYCIN	LNCAP	7.225
ABT-888	MK-8669	LNCAP	2.6274999999999995
ABT-888	MK-8776	LNCAP	-23.1675
ABT-888	OXALIPLATIN	LNCAP	-9.035
ABT-888	SN-38	LNCAP	14.7975
ABT-888	SORAFENIB	LNCAP	7.385
ABT-888	TOPOTECAN	LNCAP	-3.195
AZD1775	ABT-888	LNCAP	-5.17
AZD1775	BEZ-235	LNCAP	8.940000000000001
AZD1775	BORTEZOMIB	LNCAP	-1.5475
AZD1775	DASATINIB	LNCAP	10.9575
AZD1775	DINACICLIB	LNCAP	8.75
AZD1775	ERLOTINIB	LNCAP	3.3025
AZD1775	GELDANAMYCIN	LNCAP	4.205
AZD1775	LAPATINIB	LNCAP	-1.36
AZD1775	MK-2206	LNCAP	12.357499999999998
AZD1775	MK-4827	LNCAP	11.325
AZD1775	MK-5108	LNCAP	11.7675
AZD1775	MK-8669	LNCAP	14.267500000000002
AZD1775	MK-8776	LNCAP	16.517500000000002
AZD1775	OXALIPLATIN	LNCAP	10.57
AZD1775	PD325901	LNCAP	-9.9125
AZD1775	SN-38	LNCAP	4.015000000000001
AZD1775	SORAFENIB	LNCAP	2.4225
AZD1775	TOPOTECAN	LNCAP	-50.745
BEZ-235	DINACICLIB	LNCAP	11.77
BEZ-235	MK-8776	LNCAP	-48.375
BEZ-235	OXALIPLATIN	LNCAP	-4.85
BEZ-235	SN-38	LNCAP	9.4475
BEZ-235	SORAFENIB	LNCAP	8.629999999999999
BORTEZOMIB	ABT-888	LNCAP	1.9175
BORTEZOMIB	BEZ-235	LNCAP	10.2675
BORTEZOMIB	DASATINIB	LNCAP	-8.15
BORTEZOMIB	DINACICLIB	LNCAP	1.14
BORTEZOMIB	GELDANAMYCIN	LNCAP	3.735
BORTEZOMIB	MK-8669	LNCAP	5.6625000000000005
BORTEZOMIB	MK-8776	LNCAP	-53.91
BORTEZOMIB	OXALIPLATIN	LNCAP	-18.305
BORTEZOMIB	SN-38	LNCAP	3.0325
BORTEZOMIB	SORAFENIB	LNCAP	2.555
BORTEZOMIB	TOPOTECAN	LNCAP	-1.46
CARBOPLATIN	ABT-888	LNCAP	-9.4975
CARBOPLATIN	AZD1775	LNCAP	-1.3824999999999998
CARBOPLATIN	BEZ-235	LNCAP	0.0124999999999999
CARBOPLATIN	BORTEZOMIB	LNCAP	-8.4025
CARBOPLATIN	DASATINIB	LNCAP	-4.19
CARBOPLATIN	DINACICLIB	LNCAP	2.805
CARBOPLATIN	ERLOTINIB	LNCAP	5.665
CARBOPLATIN	GELDANAMYCIN	LNCAP	-4.742500000000001
CARBOPLATIN	L778123	LNCAP	1.85
CARBOPLATIN	LAPATINIB	LNCAP	-4.26
CARBOPLATIN	MK-2206	LNCAP	-6.540000000000001
CARBOPLATIN	MK-4827	LNCAP	-2.1325000000000003
CARBOPLATIN	MK-5108	LNCAP	-10.5425
CARBOPLATIN	MK-8669	LNCAP	9.555
CARBOPLATIN	MK-8776	LNCAP	-2.5425
CARBOPLATIN	PD325901	LNCAP	-9.9425
CARBOPLATIN	SORAFENIB	LNCAP	-7.41
CARBOPLATIN	SUNITINIB	LNCAP	-1.5399999999999998
CARBOPLATIN	TEMOZOLOMIDE	LNCAP	-11.2625
CARBOPLATIN	ZOLINZA	LNCAP	0.1275000000000001
CYCLOPHOSPHAMIDE	ABT-888	LNCAP	-7.2
CYCLOPHOSPHAMIDE	AZD1775	LNCAP	-25.575
CYCLOPHOSPHAMIDE	BEZ-235	LNCAP	9.1925
CYCLOPHOSPHAMIDE	BORTEZOMIB	LNCAP	-0.0625
CYCLOPHOSPHAMIDE	DASATINIB	LNCAP	-11.8125
CYCLOPHOSPHAMIDE	DINACICLIB	LNCAP	12.2575
CYCLOPHOSPHAMIDE	ERLOTINIB	LNCAP	-15.1575
CYCLOPHOSPHAMIDE	GELDANAMYCIN	LNCAP	0.3875000000000002
CYCLOPHOSPHAMIDE	L778123	LNCAP	-1.705
CYCLOPHOSPHAMIDE	LAPATINIB	LNCAP	-10.02
CYCLOPHOSPHAMIDE	MK-2206	LNCAP	-42.5125
CYCLOPHOSPHAMIDE	MK-4827	LNCAP	-25.21
CYCLOPHOSPHAMIDE	MK-5108	LNCAP	-18.6325
CYCLOPHOSPHAMIDE	MK-8669	LNCAP	-15.995
CYCLOPHOSPHAMIDE	MK-8776	LNCAP	5.775
CYCLOPHOSPHAMIDE	PD325901	LNCAP	-1.175
CYCLOPHOSPHAMIDE	SORAFENIB	LNCAP	-44.4125
CYCLOPHOSPHAMIDE	SUNITINIB	LNCAP	-13.2625
CYCLOPHOSPHAMIDE	TEMOZOLOMIDE	LNCAP	7.77
CYCLOPHOSPHAMIDE	ZOLINZA	LNCAP	-19.86
DASATINIB	ABT-888	LNCAP	-0.8200000000000001
DASATINIB	BEZ-235	LNCAP	10.1025
DASATINIB	DINACICLIB	LNCAP	9.77
DASATINIB	GELDANAMYCIN	LNCAP	9.895
DASATINIB	MK-8669	LNCAP	3.6975
DASATINIB	MK-8776	LNCAP	2.4675
DASATINIB	OXALIPLATIN	LNCAP	1.805
DASATINIB	SN-38	LNCAP	-5.8975
DASATINIB	SORAFENIB	LNCAP	4.54
DASATINIB	TOPOTECAN	LNCAP	-0.8575
DEXAMETHASONE	ABT-888	LNCAP	-3.7
DEXAMETHASONE	AZD1775	LNCAP	-7.4025
DEXAMETHASONE	BEZ-235	LNCAP	3.6725
DEXAMETHASONE	BORTEZOMIB	LNCAP	0.0825000000000002
DEXAMETHASONE	DASATINIB	LNCAP	-11.98
DEXAMETHASONE	DINACICLIB	LNCAP	2.785
DEXAMETHASONE	ERLOTINIB	LNCAP	-4.080000000000001
DEXAMETHASONE	GELDANAMYCIN	LNCAP	8.7075
DEXAMETHASONE	L778123	LNCAP	3.0775
DEXAMETHASONE	LAPATINIB	LNCAP	-8.6475
DEXAMETHASONE	MK-2206	LNCAP	-3.35
DEXAMETHASONE	MK-4827	LNCAP	-9.63
DEXAMETHASONE	MK-5108	LNCAP	-12.34
DEXAMETHASONE	MK-8669	LNCAP	-12.2275
DEXAMETHASONE	MK-8776	LNCAP	-3.58
DEXAMETHASONE	PD325901	LNCAP	-7.4275
DEXAMETHASONE	SORAFENIB	LNCAP	-0.6049999999999998
DEXAMETHASONE	SUNITINIB	LNCAP	-1.7825000000000002
DEXAMETHASONE	TEMOZOLOMIDE	LNCAP	3.8025
DEXAMETHASONE	ZOLINZA	LNCAP	0.97
DINACICLIB	MK-8776	LNCAP	12.09
DOXORUBICIN	ABT-888	LNCAP	0.315
DOXORUBICIN	AZD1775	LNCAP	8.315
DOXORUBICIN	BEZ-235	LNCAP	9.395
DOXORUBICIN	BORTEZOMIB	LNCAP	3.045
DOXORUBICIN	DASATINIB	LNCAP	3.707500000000001
DOXORUBICIN	DINACICLIB	LNCAP	7.640000000000001
DOXORUBICIN	ERLOTINIB	LNCAP	0.0874999999999999
DOXORUBICIN	GELDANAMYCIN	LNCAP	6.842499999999999
DOXORUBICIN	L778123	LNCAP	6.5
DOXORUBICIN	LAPATINIB	LNCAP	-0.6575
DOXORUBICIN	MK-2206	LNCAP	8.540000000000001
DOXORUBICIN	MK-4827	LNCAP	-1.7875
DOXORUBICIN	MK-5108	LNCAP	0.9725
DOXORUBICIN	MK-8669	LNCAP	9.895
DOXORUBICIN	MK-8776	LNCAP	2.945
DOXORUBICIN	PD325901	LNCAP	0.9224999999999998
DOXORUBICIN	SORAFENIB	LNCAP	-1.595
DOXORUBICIN	SUNITINIB	LNCAP	-16.1075
DOXORUBICIN	TEMOZOLOMIDE	LNCAP	0.645
DOXORUBICIN	ZOLINZA	LNCAP	18.08
ERLOTINIB	ABT-888	LNCAP	-6.442500000000001
ERLOTINIB	BEZ-235	LNCAP	7.282499999999999
ERLOTINIB	BORTEZOMIB	LNCAP	-3.835
ERLOTINIB	DASATINIB	LNCAP	5.635
ERLOTINIB	DINACICLIB	LNCAP	5.970000000000001
ERLOTINIB	GELDANAMYCIN	LNCAP	2.75
ERLOTINIB	MK-8669	LNCAP	9.4625
ERLOTINIB	MK-8776	LNCAP	6.5075
ERLOTINIB	OXALIPLATIN	LNCAP	-1.3775
ERLOTINIB	PD325901	LNCAP	-4.65
ERLOTINIB	SN-38	LNCAP	-6.06
ERLOTINIB	SORAFENIB	LNCAP	1.485
ERLOTINIB	TOPOTECAN	LNCAP	7.5825
ETOPOSIDE	ABT-888	LNCAP	5.545
ETOPOSIDE	AZD1775	LNCAP	13.245
ETOPOSIDE	BEZ-235	LNCAP	12.0575
ETOPOSIDE	BORTEZOMIB	LNCAP	2.425
ETOPOSIDE	DASATINIB	LNCAP	6.0
ETOPOSIDE	DINACICLIB	LNCAP	8.61
ETOPOSIDE	ERLOTINIB	LNCAP	8.77
ETOPOSIDE	GELDANAMYCIN	LNCAP	12.9875
ETOPOSIDE	LAPATINIB	LNCAP	12.1325
ETOPOSIDE	MK-2206	LNCAP	9.93
ETOPOSIDE	MK-4827	LNCAP	-0.6175
ETOPOSIDE	MK-5108	LNCAP	1.855
ETOPOSIDE	MK-8669	LNCAP	12.015
ETOPOSIDE	MK-8776	LNCAP	4.637499999999999
ETOPOSIDE	PD325901	LNCAP	9.4775
ETOPOSIDE	SORAFENIB	LNCAP	5.172499999999999
ETOPOSIDE	SUNITINIB	LNCAP	6.5925
ETOPOSIDE	TEMOZOLOMIDE	LNCAP	0.8725
ETOPOSIDE	ZOLINZA	LNCAP	11.825
GELDANAMYCIN	BEZ-235	LNCAP	13.95
GELDANAMYCIN	DINACICLIB	LNCAP	10.7625
GELDANAMYCIN	MK-8776	LNCAP	-37.02
GELDANAMYCIN	OXALIPLATIN	LNCAP	-17.549999999999997
GELDANAMYCIN	SN-38	LNCAP	12.105
GELDANAMYCIN	SORAFENIB	LNCAP	2.69
GELDANAMYCIN	TOPOTECAN	LNCAP	1.7275000000000005
GEMCITABINE	ABT-888	LNCAP	-6.76
GEMCITABINE	AZD1775	LNCAP	-43.6
GEMCITABINE	BEZ-235	LNCAP	11.1625
GEMCITABINE	BORTEZOMIB	LNCAP	-3.03
GEMCITABINE	DASATINIB	LNCAP	-2.905
GEMCITABINE	DINACICLIB	LNCAP	3.3725
GEMCITABINE	ERLOTINIB	LNCAP	1.3725
GEMCITABINE	GELDANAMYCIN	LNCAP	1.585
GEMCITABINE	LAPATINIB	LNCAP	-5.1075
GEMCITABINE	MK-2206	LNCAP	-58.36
GEMCITABINE	MK-4827	LNCAP	-5.3500000000000005
GEMCITABINE	MK-5108	LNCAP	-47.7375
GEMCITABINE	MK-8669	LNCAP	-43.3875
GEMCITABINE	MK-8776	LNCAP	15.2625
GEMCITABINE	PD325901	LNCAP	4.8225
GEMCITABINE	SORAFENIB	LNCAP	-0.0949999999999999
GEMCITABINE	SUNITINIB	LNCAP	-4.63
GEMCITABINE	TEMOZOLOMIDE	LNCAP	-1.295
L778123	ABT-888	LNCAP	3.5475000000000003
L778123	AZD1775	LNCAP	3.905
L778123	BEZ-235	LNCAP	15.7125
L778123	BORTEZOMIB	LNCAP	-3.5
L778123	DASATINIB	LNCAP	4.5825
L778123	DINACICLIB	LNCAP	10.6525
L778123	ERLOTINIB	LNCAP	5.2925
L778123	ETOPOSIDE	LNCAP	11.3
L778123	GELDANAMYCIN	LNCAP	14.3675
L778123	GEMCITABINE	LNCAP	0.3399999999999998
L778123	LAPATINIB	LNCAP	11.6025
L778123	MK-2206	LNCAP	9.82
L778123	MK-4827	LNCAP	-34.1475
L778123	MK-5108	LNCAP	-25.425
L778123	MK-8669	LNCAP	21.6175
L778123	MK-8776	LNCAP	-39.895
L778123	OXALIPLATIN	LNCAP	-22.2575
L778123	PD325901	LNCAP	-1.0525
L778123	SN-38	LNCAP	2.16
