drugname1	drugname2	cell_line	loewe
ZOLINZA	TEMOZOLOMIDE	A427	-9.0670569995
ZOLINZA	TOPOTECAN	A427	1.8319314857
5-FU	ABT-888	CAOV3	-5.1399712212
5-FU	AZD1775	CAOV3	23.9861795387
5-FU	BEZ-235	CAOV3	4.4325063513
5-FU	BORTEZOMIB	CAOV3	-35.2730418424
5-FU	DASATINIB	CAOV3	17.8798317329
5-FU	DINACICLIB	CAOV3	-14.3474258909
5-FU	ERLOTINIB	CAOV3	-7.9516351685
5-FU	GELDANAMYCIN	CAOV3	-12.9867067055
5-FU	L778123	CAOV3	-11.2445613151
5-FU	LAPATINIB	CAOV3	-6.7775280299
5-FU	MK-2206	CAOV3	41.0691417805
5-FU	MK-4827	CAOV3	-3.7460101438
5-FU	MK-5108	CAOV3	-13.041340690999998
5-FU	MK-8669	CAOV3	8.763442761
5-FU	MK-8776	CAOV3	57.10355598195
5-FU	PD325901	CAOV3	-1.1278026191
5-FU	SORAFENIB	CAOV3	-16.672203421400003
5-FU	SUNITINIB	CAOV3	5.0921362527
5-FU	TEMOZOLOMIDE	CAOV3	-35.660634073699995
5-FU	ZOLINZA	CAOV3	-3.5185375031
ABT-888	BEZ-235	CAOV3	48.3199690961
ABT-888	DINACICLIB	CAOV3	8.436597287
ABT-888	GELDANAMYCIN	CAOV3	16.7029632959
ABT-888	MK-8669	CAOV3	21.2772500899
ABT-888	MK-8776	CAOV3	9.641087937
ABT-888	OXALIPLATIN	CAOV3	0.4050505531
ABT-888	SN-38	CAOV3	41.8226136291
ABT-888	SORAFENIB	CAOV3	-2.1727230367
ABT-888	TOPOTECAN	CAOV3	3.218307642
AZD1775	ABT-888	CAOV3	0.5966947646999999
AZD1775	BEZ-235	CAOV3	20.74582764805
AZD1775	BORTEZOMIB	CAOV3	-20.0355545093
AZD1775	DASATINIB	CAOV3	20.48847425655
AZD1775	DINACICLIB	CAOV3	-21.7614501444
AZD1775	ERLOTINIB	CAOV3	23.6353128218
AZD1775	GELDANAMYCIN	CAOV3	1.5556198912
AZD1775	LAPATINIB	CAOV3	29.9077838081
AZD1775	MK-2206	CAOV3	23.9412647057
AZD1775	MK-4827	CAOV3	-0.7440299043
AZD1775	MK-5108	CAOV3	-7.5355260601
AZD1775	MK-8669	CAOV3	21.9047053575
AZD1775	MK-8776	CAOV3	21.043458911850003
AZD1775	OXALIPLATIN	CAOV3	2.8658706795
AZD1775	PD325901	CAOV3	21.0033180745
AZD1775	SN-38	CAOV3	-4.1036019467
AZD1775	SORAFENIB	CAOV3	-6.223262590399999
AZD1775	TOPOTECAN	CAOV3	3.2379701661
BEZ-235	DINACICLIB	CAOV3	6.064544121900001
BEZ-235	MK-8776	CAOV3	37.3785736866
BEZ-235	OXALIPLATIN	CAOV3	12.9960234608
BEZ-235	SN-38	CAOV3	11.924871224
BEZ-235	SORAFENIB	CAOV3	-0.1364270342
BORTEZOMIB	ABT-888	CAOV3	28.9108426266
BORTEZOMIB	BEZ-235	CAOV3	-2.713845115
BORTEZOMIB	DASATINIB	CAOV3	-2.1258635801
BORTEZOMIB	DINACICLIB	CAOV3	-23.152255799
BORTEZOMIB	GELDANAMYCIN	CAOV3	-20.8549146767
BORTEZOMIB	MK-8669	CAOV3	0.0855783139
BORTEZOMIB	MK-8776	CAOV3	-15.7578194883
BORTEZOMIB	OXALIPLATIN	CAOV3	-35.3204649086
BORTEZOMIB	SN-38	CAOV3	-36.2108951928
BORTEZOMIB	SORAFENIB	CAOV3	-32.2038816843
BORTEZOMIB	TOPOTECAN	CAOV3	-3.8963995755
CARBOPLATIN	ABT-888	CAOV3	-1.5051828683
CARBOPLATIN	AZD1775	CAOV3	4.213649268
CARBOPLATIN	BEZ-235	CAOV3	26.1742320848
CARBOPLATIN	BORTEZOMIB	CAOV3	-43.53796853520001
CARBOPLATIN	DASATINIB	CAOV3	27.8909526877
CARBOPLATIN	DINACICLIB	CAOV3	-24.8267041532
CARBOPLATIN	ERLOTINIB	CAOV3	5.1706058901
CARBOPLATIN	GELDANAMYCIN	CAOV3	11.8478360362
CARBOPLATIN	L778123	CAOV3	-6.0648864867
CARBOPLATIN	LAPATINIB	CAOV3	-2.549850481
CARBOPLATIN	MK-2206	CAOV3	46.6007666415
CARBOPLATIN	MK-4827	CAOV3	-0.9104212264
CARBOPLATIN	MK-5108	CAOV3	-20.165844648
CARBOPLATIN	MK-8669	CAOV3	23.4039728118
CARBOPLATIN	MK-8776	CAOV3	35.1544629996
CARBOPLATIN	PD325901	CAOV3	4.0709906002
CARBOPLATIN	SORAFENIB	CAOV3	-47.1610921362
CARBOPLATIN	SUNITINIB	CAOV3	6.4858736012
CARBOPLATIN	TEMOZOLOMIDE	CAOV3	-36.361160693
CARBOPLATIN	ZOLINZA	CAOV3	15.0943624571
CYCLOPHOSPHAMIDE	ABT-888	CAOV3	8.935876992799999
CYCLOPHOSPHAMIDE	AZD1775	CAOV3	0.821727911
CYCLOPHOSPHAMIDE	BEZ-235	CAOV3	25.734269032
CYCLOPHOSPHAMIDE	BORTEZOMIB	CAOV3	-36.6541399244
CYCLOPHOSPHAMIDE	DASATINIB	CAOV3	2.1477208166
CYCLOPHOSPHAMIDE	DINACICLIB	CAOV3	-17.6039077101
CYCLOPHOSPHAMIDE	ERLOTINIB	CAOV3	-4.0870854192
CYCLOPHOSPHAMIDE	GELDANAMYCIN	CAOV3	-6.541062748200001
CYCLOPHOSPHAMIDE	L778123	CAOV3	1.2055952788
CYCLOPHOSPHAMIDE	LAPATINIB	CAOV3	12.776364653699998
CYCLOPHOSPHAMIDE	MK-2206	CAOV3	23.4721324339
CYCLOPHOSPHAMIDE	MK-4827	CAOV3	6.3300504211
CYCLOPHOSPHAMIDE	MK-5108	CAOV3	11.7040752403
CYCLOPHOSPHAMIDE	MK-8669	CAOV3	15.457627231099998
CYCLOPHOSPHAMIDE	MK-8776	CAOV3	-2.2130133354
CYCLOPHOSPHAMIDE	PD325901	CAOV3	31.6524549491
CYCLOPHOSPHAMIDE	SORAFENIB	CAOV3	5.6435379616
CYCLOPHOSPHAMIDE	SUNITINIB	CAOV3	6.4071943285
CYCLOPHOSPHAMIDE	TEMOZOLOMIDE	CAOV3	-51.8573878635
CYCLOPHOSPHAMIDE	ZOLINZA	CAOV3	32.8981365306
DASATINIB	ABT-888	CAOV3	7.183678229600001
DASATINIB	BEZ-235	CAOV3	42.7714322916
DASATINIB	DINACICLIB	CAOV3	11.5714582805
DASATINIB	GELDANAMYCIN	CAOV3	-24.2248957277
DASATINIB	MK-8669	CAOV3	27.5371643758
DASATINIB	MK-8776	CAOV3	34.996293256
DASATINIB	OXALIPLATIN	CAOV3	3.6564442339
DASATINIB	SN-38	CAOV3	20.1197884994
DASATINIB	SORAFENIB	CAOV3	5.1456012913
DASATINIB	TOPOTECAN	CAOV3	11.107890135999998
DEXAMETHASONE	ABT-888	CAOV3	-0.8720174143000001
DEXAMETHASONE	AZD1775	CAOV3	12.862347374
DEXAMETHASONE	BEZ-235	CAOV3	45.7736406686
DEXAMETHASONE	BORTEZOMIB	CAOV3	-13.4480229588
DEXAMETHASONE	DASATINIB	CAOV3	52.0815108828
DEXAMETHASONE	DINACICLIB	CAOV3	1.7341540331
DEXAMETHASONE	ERLOTINIB	CAOV3	42.9574310367
DEXAMETHASONE	GELDANAMYCIN	CAOV3	-8.4232461218
DEXAMETHASONE	L778123	CAOV3	31.4801692902
DEXAMETHASONE	LAPATINIB	CAOV3	50.7820820367
DEXAMETHASONE	MK-2206	CAOV3	64.46033017090001
DEXAMETHASONE	MK-4827	CAOV3	13.1809377346
DEXAMETHASONE	MK-5108	CAOV3	24.5285483166
DEXAMETHASONE	MK-8669	CAOV3	47.6802934203
DEXAMETHASONE	MK-8776	CAOV3	38.3181440993
DEXAMETHASONE	PD325901	CAOV3	59.637896553900006
DEXAMETHASONE	SORAFENIB	CAOV3	24.4771437356
DEXAMETHASONE	SUNITINIB	CAOV3	14.2856606341
DEXAMETHASONE	TEMOZOLOMIDE	CAOV3	-54.6542333996
DEXAMETHASONE	ZOLINZA	CAOV3	21.1187293732
DINACICLIB	MK-8776	CAOV3	-23.0551863012
DOXORUBICIN	ABT-888	CAOV3	9.1255810644
DOXORUBICIN	AZD1775	CAOV3	1.3285156799
DOXORUBICIN	BEZ-235	CAOV3	4.1436065024
DOXORUBICIN	BORTEZOMIB	CAOV3	-15.852118118
DOXORUBICIN	DASATINIB	CAOV3	13.7294305526
DOXORUBICIN	DINACICLIB	CAOV3	-6.9493635128
DOXORUBICIN	ERLOTINIB	CAOV3	7.8927904769
DOXORUBICIN	GELDANAMYCIN	CAOV3	-12.660275194
DOXORUBICIN	L778123	CAOV3	-8.4546910618
DOXORUBICIN	LAPATINIB	CAOV3	15.3428208295
DOXORUBICIN	MK-2206	CAOV3	23.5571039902
DOXORUBICIN	MK-4827	CAOV3	2.4398813665
DOXORUBICIN	MK-5108	CAOV3	-0.7798249479000001
DOXORUBICIN	MK-8669	CAOV3	8.0787013232
DOXORUBICIN	MK-8776	CAOV3	10.4304806183
DOXORUBICIN	PD325901	CAOV3	9.2828609067
DOXORUBICIN	SORAFENIB	CAOV3	-11.8943877093
DOXORUBICIN	SUNITINIB	CAOV3	-2.4510665532
DOXORUBICIN	TEMOZOLOMIDE	CAOV3	-0.8811783296
DOXORUBICIN	ZOLINZA	CAOV3	-6.2814972852
ERLOTINIB	ABT-888	CAOV3	5.1016970293
ERLOTINIB	BEZ-235	CAOV3	53.2361148305
ERLOTINIB	BORTEZOMIB	CAOV3	-18.4340736899
ERLOTINIB	DASATINIB	CAOV3	35.7629263194
ERLOTINIB	DINACICLIB	CAOV3	-5.8157448416
ERLOTINIB	GELDANAMYCIN	CAOV3	2.7183547513
ERLOTINIB	MK-8669	CAOV3	62.657814113
ERLOTINIB	MK-8776	CAOV3	40.4547217235
ERLOTINIB	OXALIPLATIN	CAOV3	-19.3377720953
ERLOTINIB	PD325901	CAOV3	46.939004956400005
ERLOTINIB	SN-38	CAOV3	20.8069962844
ERLOTINIB	SORAFENIB	CAOV3	2.4805650504
ERLOTINIB	TOPOTECAN	CAOV3	13.8597180881
ETOPOSIDE	ABT-888	CAOV3	88.90313873129999
ETOPOSIDE	AZD1775	CAOV3	37.364847461
ETOPOSIDE	BEZ-235	CAOV3	85.7561462668
ETOPOSIDE	BORTEZOMIB	CAOV3	54.3100090781
ETOPOSIDE	DASATINIB	CAOV3	58.8484218493
ETOPOSIDE	DINACICLIB	CAOV3	56.1998068102
ETOPOSIDE	ERLOTINIB	CAOV3	92.9374627753
ETOPOSIDE	GELDANAMYCIN	CAOV3	71.4808240079
ETOPOSIDE	LAPATINIB	CAOV3	143.2917905274
ETOPOSIDE	MK-2206	CAOV3	159.9074884181
ETOPOSIDE	MK-4827	CAOV3	80.4707926773
ETOPOSIDE	MK-5108	CAOV3	70.4929495418
ETOPOSIDE	MK-8669	CAOV3	118.685280146
ETOPOSIDE	MK-8776	CAOV3	65.0998472311
ETOPOSIDE	PD325901	CAOV3	122.0788946537
ETOPOSIDE	SORAFENIB	CAOV3	40.7684090339
ETOPOSIDE	SUNITINIB	CAOV3	30.61709086
ETOPOSIDE	TEMOZOLOMIDE	CAOV3	83.0058505727
ETOPOSIDE	ZOLINZA	CAOV3	83.6288365879
GELDANAMYCIN	BEZ-235	CAOV3	25.6751887288
GELDANAMYCIN	DINACICLIB	CAOV3	1.0015758523
GELDANAMYCIN	MK-8776	CAOV3	24.854346501
GELDANAMYCIN	OXALIPLATIN	CAOV3	-6.4192993373
GELDANAMYCIN	SN-38	CAOV3	10.4136915236
GELDANAMYCIN	SORAFENIB	CAOV3	-4.4774584834
GELDANAMYCIN	TOPOTECAN	CAOV3	-2.912022437
GEMCITABINE	ABT-888	CAOV3	-0.2167039761
GEMCITABINE	AZD1775	CAOV3	1.4217243557
GEMCITABINE	BEZ-235	CAOV3	-4.5143751903
GEMCITABINE	BORTEZOMIB	CAOV3	-0.5822524170000001
GEMCITABINE	DASATINIB	CAOV3	-0.6113663925
GEMCITABINE	DINACICLIB	CAOV3	-2.9814941601
GEMCITABINE	ERLOTINIB	CAOV3	-2.0735217931
GEMCITABINE	GELDANAMYCIN	CAOV3	-1.5854506716
GEMCITABINE	LAPATINIB	CAOV3	-1.5494554722
GEMCITABINE	MK-2206	CAOV3	0.4115924888
GEMCITABINE	MK-4827	CAOV3	0.1050052544999999
GEMCITABINE	MK-5108	CAOV3	0.3254055694
GEMCITABINE	MK-8669	CAOV3	-0.8664477459000001
GEMCITABINE	MK-8776	CAOV3	5.4087036392500005
GEMCITABINE	PD325901	CAOV3	-0.3173302035999999
GEMCITABINE	SORAFENIB	CAOV3	-2.1555856941
GEMCITABINE	SUNITINIB	CAOV3	0.2132871087
GEMCITABINE	TEMOZOLOMIDE	CAOV3	0.3141855105
L778123	ABT-888	CAOV3	29.5829782945
L778123	AZD1775	CAOV3	11.99773027215
L778123	BEZ-235	CAOV3	35.0967889619
L778123	BORTEZOMIB	CAOV3	-23.9533529456
L778123	DASATINIB	CAOV3	23.0024886944
L778123	DINACICLIB	CAOV3	12.4508438639
L778123	ERLOTINIB	CAOV3	42.2397994534
L778123	ETOPOSIDE	CAOV3	60.15290274
L778123	GELDANAMYCIN	CAOV3	22.8061455179
L778123	GEMCITABINE	CAOV3	-0.461482854
L778123	LAPATINIB	CAOV3	39.6193168486
L778123	MK-2206	CAOV3	60.4948859883
L778123	MK-4827	CAOV3	-8.68991999
L778123	MK-5108	CAOV3	18.9114904281
L778123	MK-8669	CAOV3	34.49466450155
L778123	MK-8776	CAOV3	21.6912150461
L778123	OXALIPLATIN	CAOV3	1.0260116268
L778123	PD325901	CAOV3	51.2902493071
L778123	SN-38	CAOV3	-3.8233837206
L778123	SORAFENIB	CAOV3	-0.7606152703
L778123	SUNITINIB	CAOV3	12.1935736215
L778123	TEMOZOLOMIDE	CAOV3	-9.4975732065
L778123	TOPOTECAN	CAOV3	7.0423723101
L778123	VINORELBINE	CAOV3	-7.524684092799999
L778123	ZOLINZA	CAOV3	13.5537689186
LAPATINIB	ABT-888	CAOV3	11.5202043821
LAPATINIB	BEZ-235	CAOV3	38.046062350300005
LAPATINIB	BORTEZOMIB	CAOV3	-12.4389804497
LAPATINIB	DASATINIB	CAOV3	32.0080232443
LAPATINIB	DINACICLIB	CAOV3	16.408791203
LAPATINIB	ERLOTINIB	CAOV3	2.8549580696
LAPATINIB	GELDANAMYCIN	CAOV3	35.0246884607
LAPATINIB	MK-2206	CAOV3	41.54387852495
LAPATINIB	MK-4827	CAOV3	14.9108042682
LAPATINIB	MK-5108	CAOV3	21.4771937566
LAPATINIB	MK-8669	CAOV3	52.1886128283
LAPATINIB	MK-8776	CAOV3	70.4230729691
LAPATINIB	OXALIPLATIN	CAOV3	-28.639871801
LAPATINIB	PD325901	CAOV3	24.7476341957
LAPATINIB	SN-38	CAOV3	31.471194121
LAPATINIB	SORAFENIB	CAOV3	7.557313918099999
LAPATINIB	TOPOTECAN	CAOV3	5.6768814189
METFORMIN	ABT-888	CAOV3	1.5864431909
METFORMIN	AZD1775	CAOV3	-3.3546031306
METFORMIN	BEZ-235	CAOV3	36.4248505191
METFORMIN	BORTEZOMIB	CAOV3	-8.0271024833
METFORMIN	DASATINIB	CAOV3	-0.6732575615999999
METFORMIN	DINACICLIB	CAOV3	-13.1827732949
METFORMIN	ERLOTINIB	CAOV3	-11.1038795779
METFORMIN	GELDANAMYCIN	CAOV3	-13.8993051121
METFORMIN	L778123	CAOV3	12.7614413623
METFORMIN	LAPATINIB	CAOV3	7.241079889500001
METFORMIN	MK-2206	CAOV3	-8.3595270449
METFORMIN	MK-4827	CAOV3	-6.662774810299999
METFORMIN	MK-5108	CAOV3	-10.5343693657
METFORMIN	MK-8669	CAOV3	1.895787608
METFORMIN	MK-8776	CAOV3	6.5798684531
METFORMIN	PD325901	CAOV3	4.995300819800001
METFORMIN	SORAFENIB	CAOV3	-2.978858743
METFORMIN	SUNITINIB	CAOV3	1.6760091341
METFORMIN	TEMOZOLOMIDE	CAOV3	-89.92810380649999
METFORMIN	ZOLINZA	CAOV3	3.9116084092
METHOTREXATE	ABT-888	CAOV3	-2.4044755772
METHOTREXATE	AZD1775	CAOV3	25.1511374353
METHOTREXATE	BEZ-235	CAOV3	-17.5049063498
METHOTREXATE	BORTEZOMIB	CAOV3	-20.9546461274
METHOTREXATE	DASATINIB	CAOV3	-9.6739840383
METHOTREXATE	DINACICLIB	CAOV3	-4.0522572852
METHOTREXATE	ERLOTINIB	CAOV3	-23.4980577024
METHOTREXATE	GELDANAMYCIN	CAOV3	-16.713469991900002
METHOTREXATE	L778123	CAOV3	-4.9251607393
METHOTREXATE	LAPATINIB	CAOV3	-18.7653592838
METHOTREXATE	MK-2206	CAOV3	19.1044296564
METHOTREXATE	MK-4827	CAOV3	-12.5577389493
METHOTREXATE	MK-5108	CAOV3	-3.653315179
METHOTREXATE	MK-8669	CAOV3	-2.1405743367
METHOTREXATE	MK-8776	CAOV3	-1.0247618317
METHOTREXATE	PD325901	CAOV3	-0.7217243116
METHOTREXATE	SORAFENIB	CAOV3	-15.3733825083
METHOTREXATE	SUNITINIB	CAOV3	-13.2842826582
METHOTREXATE	TEMOZOLOMIDE	CAOV3	-40.8250506561
METHOTREXATE	ZOLINZA	CAOV3	-18.9707219695
MITOMYCINE	ABT-888	CAOV3	2.2552831144
MITOMYCINE	AZD1775	CAOV3	0.9132325571
MITOMYCINE	BEZ-235	CAOV3	-4.8485331029
MITOMYCINE	BORTEZOMIB	CAOV3	-8.3805456726
MITOMYCINE	DASATINIB	CAOV3	7.668932417100001
MITOMYCINE	DINACICLIB	CAOV3	-8.918828186499999
MITOMYCINE	ERLOTINIB	CAOV3	-56.6059049109
MITOMYCINE	GELDANAMYCIN	CAOV3	-10.709869144
MITOMYCINE	L778123	CAOV3	-40.2274737712
MITOMYCINE	LAPATINIB	CAOV3	3.0259400363
MITOMYCINE	MK-2206	CAOV3	6.5359607851
MITOMYCINE	MK-4827	CAOV3	0.0374081331
MITOMYCINE	MK-5108	CAOV3	-17.0256459348
MITOMYCINE	MK-8669	CAOV3	-1.0792993244
MITOMYCINE	MK-8776	CAOV3	31.72251855015
MITOMYCINE	PD325901	CAOV3	4.4700977231
MITOMYCINE	SORAFENIB	CAOV3	-95.3866752343
MITOMYCINE	SUNITINIB	CAOV3	0.3049467958
MITOMYCINE	TEMOZOLOMIDE	CAOV3	-3.9543368447
MITOMYCINE	ZOLINZA	CAOV3	-1.6689814481
MK-2206	ABT-888	CAOV3	44.5818270189
MK-2206	BEZ-235	CAOV3	80.5454734867
MK-2206	BORTEZOMIB	CAOV3	5.851288755800001
MK-2206	DASATINIB	CAOV3	22.2114998024
MK-2206	DINACICLIB	CAOV3	19.1734228777
MK-2206	ERLOTINIB	CAOV3	32.500049866999994
MK-2206	GELDANAMYCIN	CAOV3	28.8214472585
MK-2206	MK-8669	CAOV3	81.8568692453
MK-2206	MK-8776	CAOV3	51.2439738646
MK-2206	OXALIPLATIN	CAOV3	0.6913343369
MK-2206	PD325901	CAOV3	68.5453101395
MK-2206	SN-38	CAOV3	42.7806750717
MK-2206	SORAFENIB	CAOV3	15.8279101928
MK-2206	TOPOTECAN	CAOV3	17.513813166800002
MK-4541	5-FU	CAOV3	16.0969126606
MK-4541	ABT-888	CAOV3	6.0591092259
MK-4541	AZD1775	CAOV3	4.0626485079000005
MK-4541	BEZ-235	CAOV3	-0.1855097613
MK-4541	BORTEZOMIB	CAOV3	23.069268700300004
MK-4541	CARBOPLATIN	CAOV3	-4.7215983316
MK-4541	CYCLOPHOSPHAMIDE	CAOV3	18.289629879
MK-4541	DASATINIB	CAOV3	8.2336199309
MK-4541	DEXAMETHASONE	CAOV3	18.7449360336
MK-4541	DINACICLIB	CAOV3	-3.8000057383
MK-4541	DOXORUBICIN	CAOV3	0.5132803213
MK-4541	ERLOTINIB	CAOV3	12.5104982676
MK-4541	ETOPOSIDE	CAOV3	118.3452353654
MK-4541	GELDANAMYCIN	CAOV3	-17.6211623696
MK-4541	GEMCITABINE	CAOV3	-0.7466020482
MK-4541	L778123	CAOV3	8.868550158
MK-4541	LAPATINIB	CAOV3	31.0786260521
MK-4541	METFORMIN	CAOV3	-24.929825377600004
MK-4541	METHOTREXATE	CAOV3	5.8448929802
MK-4541	MITOMYCINE	CAOV3	-1.3453981053
MK-4541	MK-2206	CAOV3	83.6307831696
MK-4541	MK-4827	CAOV3	15.1748684617
MK-4541	MK-5108	CAOV3	-12.4603851017
MK-4541	MK-8669	CAOV3	34.3530218943
MK-4541	MK-8776	CAOV3	18.472009477
MK-4541	MRK-003	CAOV3	15.3768849953
MK-4541	OXALIPLATIN	CAOV3	-8.7447873524
MK-4541	PACLITAXEL	CAOV3	-1.8314831526
MK-4541	PD325901	CAOV3	48.7314590435
MK-4541	SN-38	CAOV3	-13.3026737396
MK-4541	SORAFENIB	CAOV3	-0.2206829298
MK-4541	SUNITINIB	CAOV3	5.5899383966
MK-4541	TEMOZOLOMIDE	CAOV3	-76.2459224097
MK-4541	TOPOTECAN	CAOV3	12.4818357874
MK-4541	VINBLASTINE	CAOV3	-61.9707236403
MK-4541	VINORELBINE	CAOV3	-49.6215820843
MK-4541	ZOLINZA	CAOV3	31.677957307
MK-4827	ABT-888	CAOV3	-44.0513795685
MK-4827	BEZ-235	CAOV3	-2.5202599962
MK-4827	BORTEZOMIB	CAOV3	-21.7517234196
MK-4827	DASATINIB	CAOV3	5.4047390666
MK-4827	DINACICLIB	CAOV3	-6.2878737252
MK-4827	ERLOTINIB	CAOV3	4.7903220498
MK-4827	GELDANAMYCIN	CAOV3	-11.244771676
MK-4827	MK-2206	CAOV3	19.3580261423
MK-4827	MK-8669	CAOV3	-3.4461070708
MK-4827	MK-8776	CAOV3	27.14793199935
MK-4827	OXALIPLATIN	CAOV3	-10.6933930594
MK-4827	PD325901	CAOV3	11.6319119422
MK-4827	SN-38	CAOV3	31.02639734485
MK-4827	SORAFENIB	CAOV3	-16.761678674200002
MK-4827	TOPOTECAN	CAOV3	8.6236608279
MK-5108	ABT-888	CAOV3	15.6334189345
MK-5108	BEZ-235	CAOV3	14.6129009219
MK-5108	BORTEZOMIB	CAOV3	-22.209987649
MK-5108	DASATINIB	CAOV3	4.9481840868
MK-5108	DINACICLIB	CAOV3	-11.4823232002
MK-5108	ERLOTINIB	CAOV3	-3.6003645116000005
MK-5108	GELDANAMYCIN	CAOV3	-15.4570226869
MK-5108	MK-2206	CAOV3	39.8693155754
MK-5108	MK-4827	CAOV3	-16.442301023800002
MK-5108	MK-8669	CAOV3	35.0040632279
MK-5108	MK-8776	CAOV3	-1.1563283958
MK-5108	OXALIPLATIN	CAOV3	-13.6555561407
MK-5108	PD325901	CAOV3	15.395833175999998
MK-5108	SN-38	CAOV3	-20.3365006808
MK-5108	SORAFENIB	CAOV3	-16.3547382001
MK-5108	TOPOTECAN	CAOV3	7.4515142012
MK-8669	BEZ-235	CAOV3	75.9558034951
MK-8669	DINACICLIB	CAOV3	7.383839929500001
MK-8669	GELDANAMYCIN	CAOV3	4.9430894124
MK-8669	MK-8776	CAOV3	59.7006634039
MK-8669	OXALIPLATIN	CAOV3	-12.9836817274
MK-8669	SN-38	CAOV3	9.9730142081
MK-8669	SORAFENIB	CAOV3	16.1135267298
MK-8669	TOPOTECAN	CAOV3	16.1436803379
MRK-003	5-FU	CAOV3	9.7506700041
MRK-003	ABT-888	CAOV3	20.8311051917
MRK-003	AZD1775	CAOV3	9.7814665927
MRK-003	BEZ-235	CAOV3	47.3102109523
MRK-003	BORTEZOMIB	CAOV3	1.8401196219
MRK-003	CARBOPLATIN	CAOV3	4.494039978
MRK-003	CYCLOPHOSPHAMIDE	CAOV3	30.6666793289
MRK-003	DASATINIB	CAOV3	17.0620411146
MRK-003	DEXAMETHASONE	CAOV3	27.9579745277
MRK-003	DINACICLIB	CAOV3	-4.039396949
MRK-003	DOXORUBICIN	CAOV3	6.361477814
MRK-003	ERLOTINIB	CAOV3	22.332329392
MRK-003	ETOPOSIDE	CAOV3	99.7919953916
MRK-003	GELDANAMYCIN	CAOV3	-1.8597942132
MRK-003	GEMCITABINE	CAOV3	-0.0523550728
MRK-003	L778123	CAOV3	22.4430409007
MRK-003	LAPATINIB	CAOV3	23.5578785305
MRK-003	METFORMIN	CAOV3	7.0606023704
MRK-003	METHOTREXATE	CAOV3	6.1905819835
MRK-003	MITOMYCINE	CAOV3	-4.4190635949
MRK-003	MK-2206	CAOV3	67.1602910654
MRK-003	MK-4827	CAOV3	11.0056256535
MRK-003	MK-5108	CAOV3	8.437808301699999
MRK-003	MK-8669	CAOV3	31.0683074614
MRK-003	MK-8776	CAOV3	37.9456133982
MRK-003	OXALIPLATIN	CAOV3	-24.5415520232
MRK-003	PACLITAXEL	CAOV3	5.4208763458
MRK-003	PD325901	CAOV3	19.4745947035
MRK-003	SN-38	CAOV3	19.9581414556
MRK-003	SORAFENIB	CAOV3	12.368188012
MRK-003	SUNITINIB	CAOV3	3.4406013404000007
MRK-003	TEMOZOLOMIDE	CAOV3	4.1365865164
MRK-003	TOPOTECAN	CAOV3	14.9211417742
MRK-003	VINBLASTINE	CAOV3	-0.2844796064000006
MRK-003	VINORELBINE	CAOV3	-24.1988149137
MRK-003	ZOLINZA	CAOV3	23.579291015
OXALIPLATIN	DINACICLIB	CAOV3	-21.1097082207
OXALIPLATIN	MK-8776	CAOV3	24.2765068258
OXALIPLATIN	SORAFENIB	CAOV3	-32.2508559899
PACLITAXEL	ABT-888	CAOV3	-6.0674175763
PACLITAXEL	AZD1775	CAOV3	4.3779951586
PACLITAXEL	BEZ-235	CAOV3	-15.285199873
PACLITAXEL	BORTEZOMIB	CAOV3	-22.4020606426
PACLITAXEL	DASATINIB	CAOV3	15.9767329789
PACLITAXEL	DINACICLIB	CAOV3	-15.7931700917
PACLITAXEL	ERLOTINIB	CAOV3	10.1031566255
PACLITAXEL	GELDANAMYCIN	CAOV3	-23.5642258771
PACLITAXEL	L778123	CAOV3	2.0530915052000003
PACLITAXEL	LAPATINIB	CAOV3	13.9625453063
PACLITAXEL	MK-2206	CAOV3	13.5322582969
PACLITAXEL	MK-4827	CAOV3	-13.4044251968
PACLITAXEL	MK-5108	CAOV3	3.3074456529000003
PACLITAXEL	MK-8669	CAOV3	-5.416556864
PACLITAXEL	MK-8776	CAOV3	10.3493974357
PACLITAXEL	PD325901	CAOV3	1.4344373328
PACLITAXEL	SORAFENIB	CAOV3	-13.793519929
PACLITAXEL	SUNITINIB	CAOV3	-1.4083441278
PACLITAXEL	TEMOZOLOMIDE	CAOV3	-19.0810618232
PACLITAXEL	ZOLINZA	CAOV3	-26.5815510793
PD325901	ABT-888	CAOV3	25.3425468032
PD325901	BEZ-235	CAOV3	67.43370516739999
PD325901	BORTEZOMIB	CAOV3	-9.1873648154
PD325901	DASATINIB	CAOV3	34.1180685303
PD325901	DINACICLIB	CAOV3	4.7943326338
PD325901	GELDANAMYCIN	CAOV3	16.5396808491
PD325901	MK-8669	CAOV3	77.1512291175
PD325901	MK-8776	CAOV3	53.3212226617
PD325901	OXALIPLATIN	CAOV3	13.186241037
PD325901	SN-38	CAOV3	16.0709225415
PD325901	SORAFENIB	CAOV3	13.794237911500002
PD325901	TOPOTECAN	CAOV3	14.9108779446
SN-38	DINACICLIB	CAOV3	-15.4235903307
SN-38	MK-8776	CAOV3	6.6809060291
SN-38	SORAFENIB	CAOV3	-12.5974512795
SORAFENIB	DINACICLIB	CAOV3	-8.9241201828
SORAFENIB	MK-8776	CAOV3	2.9160625471
SUNITINIB	ABT-888	CAOV3	13.5549694663
SUNITINIB	AZD1775	CAOV3	2.3633650318
