drugname1	drugname2	cell_line	bliss
AZD1775	DINACICLIB	LNCAP	4.7
AZD1775	ERLOTINIB	LNCAP	-3.865
AZD1775	GELDANAMYCIN	LNCAP	-5.905
AZD1775	LAPATINIB	LNCAP	-11.645
AZD1775	MK-2206	LNCAP	2.6575
AZD1775	MK-4827	LNCAP	-0.4199999999999999
AZD1775	MK-5108	LNCAP	0.1299999999999999
AZD1775	MK-8669	LNCAP	2.6925
AZD1775	MK-8776	LNCAP	7.460000000000001
AZD1775	OXALIPLATIN	LNCAP	3.0575
AZD1775	PD325901	LNCAP	-14.6375
AZD1775	SN-38	LNCAP	-4.8925
AZD1775	SORAFENIB	LNCAP	-6.0425
AZD1775	TOPOTECAN	LNCAP	-61.0975
BEZ-235	DINACICLIB	LNCAP	8.2375
BEZ-235	MK-8776	LNCAP	-55.425
BEZ-235	OXALIPLATIN	LNCAP	-11.69
BEZ-235	SN-38	LNCAP	2.9875000000000003
BEZ-235	SORAFENIB	LNCAP	0.2324999999999999
BORTEZOMIB	ABT-888	LNCAP	-0.2199999999999999
BORTEZOMIB	BEZ-235	LNCAP	7.11
BORTEZOMIB	DASATINIB	LNCAP	-10.9175
BORTEZOMIB	DINACICLIB	LNCAP	0.4175
BORTEZOMIB	GELDANAMYCIN	LNCAP	0.935
BORTEZOMIB	MK-8669	LNCAP	2.7425
BORTEZOMIB	MK-8776	LNCAP	-56.0225
BORTEZOMIB	OXALIPLATIN	LNCAP	-20.8725
BORTEZOMIB	SN-38	LNCAP	0.77
BORTEZOMIB	SORAFENIB	LNCAP	-0.5600000000000003
BORTEZOMIB	TOPOTECAN	LNCAP	-4.7925
CARBOPLATIN	ABT-888	LNCAP	-15.655
CARBOPLATIN	AZD1775	LNCAP	-9.3725
CARBOPLATIN	BEZ-235	LNCAP	-5.655000000000001
CARBOPLATIN	BORTEZOMIB	LNCAP	-10.2925
CARBOPLATIN	DASATINIB	LNCAP	-12.94
CARBOPLATIN	DINACICLIB	LNCAP	0.2024999999999999
CARBOPLATIN	ERLOTINIB	LNCAP	0.0624999999999999
CARBOPLATIN	GELDANAMYCIN	LNCAP	-10.965
CARBOPLATIN	L778123	LNCAP	-6.815
CARBOPLATIN	LAPATINIB	LNCAP	-12.2525
CARBOPLATIN	MK-2206	LNCAP	-12.1025
CARBOPLATIN	MK-4827	LNCAP	-9.8725
CARBOPLATIN	MK-5108	LNCAP	-18.1975
CARBOPLATIN	MK-8669	LNCAP	2.0075000000000003
CARBOPLATIN	MK-8776	LNCAP	-9.1375
CARBOPLATIN	PD325901	LNCAP	-14.8775
CARBOPLATIN	SORAFENIB	LNCAP	-12.27
CARBOPLATIN	SUNITINIB	LNCAP	-8.8875
CARBOPLATIN	TEMOZOLOMIDE	LNCAP	-11.912499999999998
CARBOPLATIN	ZOLINZA	LNCAP	-6.3225
CYCLOPHOSPHAMIDE	ABT-888	LNCAP	-3.1100000000000003
CYCLOPHOSPHAMIDE	AZD1775	LNCAP	-22.4575
CYCLOPHOSPHAMIDE	BEZ-235	LNCAP	11.3325
CYCLOPHOSPHAMIDE	BORTEZOMIB	LNCAP	2.39
CYCLOPHOSPHAMIDE	DASATINIB	LNCAP	-8.342500000000001
CYCLOPHOSPHAMIDE	DINACICLIB	LNCAP	15.2525
CYCLOPHOSPHAMIDE	ERLOTINIB	LNCAP	-11.6575
CYCLOPHOSPHAMIDE	GELDANAMYCIN	LNCAP	3.1475
CYCLOPHOSPHAMIDE	L778123	LNCAP	1.0925
CYCLOPHOSPHAMIDE	LAPATINIB	LNCAP	-6.2875000000000005
CYCLOPHOSPHAMIDE	MK-2206	LNCAP	-40.6125
CYCLOPHOSPHAMIDE	MK-4827	LNCAP	-22.1575
CYCLOPHOSPHAMIDE	MK-5108	LNCAP	-15.7725
CYCLOPHOSPHAMIDE	MK-8669	LNCAP	-12.954999999999998
CYCLOPHOSPHAMIDE	MK-8776	LNCAP	9.2275
CYCLOPHOSPHAMIDE	PD325901	LNCAP	3.045
CYCLOPHOSPHAMIDE	SORAFENIB	LNCAP	-42.71000000000001
CYCLOPHOSPHAMIDE	SUNITINIB	LNCAP	-9.86
CYCLOPHOSPHAMIDE	TEMOZOLOMIDE	LNCAP	12.27
CYCLOPHOSPHAMIDE	ZOLINZA	LNCAP	-16.845000000000002
DASATINIB	ABT-888	LNCAP	-8.287500000000001
DASATINIB	BEZ-235	LNCAP	1.7675
DASATINIB	DINACICLIB	LNCAP	5.8575
DASATINIB	GELDANAMYCIN	LNCAP	0.475
DASATINIB	MK-8669	LNCAP	-7.612499999999999
DASATINIB	MK-8776	LNCAP	-6.4725
DASATINIB	OXALIPLATIN	LNCAP	-5.065
DASATINIB	SN-38	LNCAP	-15.2675
DASATINIB	SORAFENIB	LNCAP	-3.0525
DASATINIB	TOPOTECAN	LNCAP	-10.6275
DEXAMETHASONE	ABT-888	LNCAP	-3.9925
DEXAMETHASONE	AZD1775	LNCAP	-7.627499999999999
DEXAMETHASONE	BEZ-235	LNCAP	3.5200000000000005
DEXAMETHASONE	BORTEZOMIB	LNCAP	0.5574999999999999
DEXAMETHASONE	DASATINIB	LNCAP	-12.2275
DEXAMETHASONE	DINACICLIB	LNCAP	2.9025
DEXAMETHASONE	ERLOTINIB	LNCAP	-4.330000000000001
DEXAMETHASONE	GELDANAMYCIN	LNCAP	8.5125
DEXAMETHASONE	L778123	LNCAP	2.8775
DEXAMETHASONE	LAPATINIB	LNCAP	-8.9175
DEXAMETHASONE	MK-2206	LNCAP	-3.4850000000000003
DEXAMETHASONE	MK-4827	LNCAP	-9.8475
DEXAMETHASONE	MK-5108	LNCAP	-12.545
DEXAMETHASONE	MK-8669	LNCAP	-12.447500000000002
DEXAMETHASONE	MK-8776	LNCAP	-3.8275
DEXAMETHASONE	PD325901	LNCAP	-7.73
DEXAMETHASONE	SORAFENIB	LNCAP	-0.7275
DEXAMETHASONE	SUNITINIB	LNCAP	-2.0275
DEXAMETHASONE	TEMOZOLOMIDE	LNCAP	3.9125
DEXAMETHASONE	ZOLINZA	LNCAP	0.7550000000000001
DINACICLIB	MK-8776	LNCAP	8.4375
DOXORUBICIN	ABT-888	LNCAP	-2.955
DOXORUBICIN	AZD1775	LNCAP	-0.795
DOXORUBICIN	BEZ-235	LNCAP	0.4325
DOXORUBICIN	BORTEZOMIB	LNCAP	-0.1325
DOXORUBICIN	DASATINIB	LNCAP	-4.192499999999999
DOXORUBICIN	DINACICLIB	LNCAP	3.8025
DOXORUBICIN	ERLOTINIB	LNCAP	-5.42
DOXORUBICIN	GELDANAMYCIN	LNCAP	-2.52
DOXORUBICIN	L778123	LNCAP	-4.715
DOXORUBICIN	LAPATINIB	LNCAP	-6.567500000000001
DOXORUBICIN	MK-2206	LNCAP	-1.88
DOXORUBICIN	MK-4827	LNCAP	-11.017500000000002
DOXORUBICIN	MK-5108	LNCAP	-8.5975
DOXORUBICIN	MK-8669	LNCAP	0.6975000000000001
DOXORUBICIN	MK-8776	LNCAP	-4.205
DOXORUBICIN	PD325901	LNCAP	-1.3775000000000002
DOXORUBICIN	SORAFENIB	LNCAP	-10.975
DOXORUBICIN	SUNITINIB	LNCAP	-23.4975
DOXORUBICIN	TEMOZOLOMIDE	LNCAP	0.39
DOXORUBICIN	ZOLINZA	LNCAP	10.3425
ERLOTINIB	ABT-888	LNCAP	-12.1425
ERLOTINIB	BEZ-235	LNCAP	1.5525
ERLOTINIB	BORTEZOMIB	LNCAP	-5.989999999999999
ERLOTINIB	DASATINIB	LNCAP	-1.4600000000000004
ERLOTINIB	DINACICLIB	LNCAP	3.74
ERLOTINIB	GELDANAMYCIN	LNCAP	-3.8725
ERLOTINIB	MK-8669	LNCAP	2.405
ERLOTINIB	MK-8776	LNCAP	0.5875000000000001
ERLOTINIB	OXALIPLATIN	LNCAP	-6.999999999999999
ERLOTINIB	PD325901	LNCAP	-9.4025
ERLOTINIB	SN-38	LNCAP	-12.295
ERLOTINIB	SORAFENIB	LNCAP	-3.9825
ERLOTINIB	TOPOTECAN	LNCAP	0.9025
ETOPOSIDE	ABT-888	LNCAP	-0.7649999999999999
ETOPOSIDE	AZD1775	LNCAP	2.1
ETOPOSIDE	BEZ-235	LNCAP	3.505
ETOPOSIDE	BORTEZOMIB	LNCAP	-0.4824999999999999
ETOPOSIDE	DASATINIB	LNCAP	-4.7675
ETOPOSIDE	DINACICLIB	LNCAP	4.685
ETOPOSIDE	ERLOTINIB	LNCAP	1.7275
ETOPOSIDE	GELDANAMYCIN	LNCAP	3.0225
ETOPOSIDE	LAPATINIB	LNCAP	2.845
ETOPOSIDE	MK-2206	LNCAP	0.2425
ETOPOSIDE	MK-4827	LNCAP	-11.84
ETOPOSIDE	MK-5108	LNCAP	-9.405
ETOPOSIDE	MK-8669	LNCAP	0.665
ETOPOSIDE	MK-8776	LNCAP	-4.3525
ETOPOSIDE	PD325901	LNCAP	4.895
ETOPOSIDE	SORAFENIB	LNCAP	-3.3325
ETOPOSIDE	SUNITINIB	LNCAP	-3.03
ETOPOSIDE	TEMOZOLOMIDE	LNCAP	0.3624999999999998
ETOPOSIDE	ZOLINZA	LNCAP	3.0025
GELDANAMYCIN	BEZ-235	LNCAP	5.592499999999999
GELDANAMYCIN	DINACICLIB	LNCAP	7.1275
GELDANAMYCIN	MK-8776	LNCAP	-45.0
GELDANAMYCIN	OXALIPLATIN	LNCAP	-24.915
GELDANAMYCIN	SN-38	LNCAP	4.91
GELDANAMYCIN	SORAFENIB	LNCAP	-5.869999999999999
GELDANAMYCIN	TOPOTECAN	LNCAP	-8.17
GEMCITABINE	ABT-888	LNCAP	-11.1725
GEMCITABINE	AZD1775	LNCAP	-50.66
GEMCITABINE	BEZ-235	LNCAP	4.275
GEMCITABINE	BORTEZOMIB	LNCAP	-5.62
GEMCITABINE	DASATINIB	LNCAP	-9.02
GEMCITABINE	DINACICLIB	LNCAP	0.8525
GEMCITABINE	ERLOTINIB	LNCAP	-4.345
GEMCITABINE	GELDANAMYCIN	LNCAP	-6.2025
GEMCITABINE	LAPATINIB	LNCAP	-10.49
GEMCITABINE	MK-2206	LNCAP	-66.26750000000001
GEMCITABINE	MK-4827	LNCAP	-12.5775
GEMCITABINE	MK-5108	LNCAP	-55.4775
GEMCITABINE	MK-8669	LNCAP	-50.642500000000005
GEMCITABINE	MK-8776	LNCAP	9.4925
GEMCITABINE	PD325901	LNCAP	1.205
GEMCITABINE	SORAFENIB	LNCAP	-6.959999999999999
GEMCITABINE	SUNITINIB	LNCAP	-10.8
GEMCITABINE	TEMOZOLOMIDE	LNCAP	-1.7675
L778123	ABT-888	LNCAP	-2.485
L778123	AZD1775	LNCAP	-9.755
L778123	BEZ-235	LNCAP	5.3675
L778123	BORTEZOMIB	LNCAP	-6.6525
L778123	DASATINIB	LNCAP	-9.2775
L778123	DINACICLIB	LNCAP	5.45
L778123	ERLOTINIB	LNCAP	-2.2
L778123	ETOPOSIDE	LNCAP	-1.85
L778123	GELDANAMYCIN	LNCAP	2.2525
L778123	GEMCITABINE	LNCAP	-7.575
L778123	LAPATINIB	LNCAP	0.75
L778123	MK-2206	LNCAP	-1.83
L778123	MK-4827	LNCAP	-47.73
L778123	MK-5108	LNCAP	-39.3725
L778123	MK-8669	LNCAP	7.72
L778123	MK-8776	LNCAP	-51.1475
L778123	OXALIPLATIN	LNCAP	-31.1175
L778123	PD325901	LNCAP	-5.2975
L778123	SN-38	LNCAP	-7.86
L778123	SORAFENIB	LNCAP	-5.8675
L778123	SUNITINIB	LNCAP	-3.6425
L778123	TEMOZOLOMIDE	LNCAP	-2.71
L778123	TOPOTECAN	LNCAP	3.3175
L778123	VINORELBINE	LNCAP	-2.2625
L778123	ZOLINZA	LNCAP	0.4375000000000001
LAPATINIB	ABT-888	LNCAP	-1.37
LAPATINIB	BEZ-235	LNCAP	3.8225
LAPATINIB	BORTEZOMIB	LNCAP	4.279999999999999
LAPATINIB	DASATINIB	LNCAP	-11.9175
LAPATINIB	DINACICLIB	LNCAP	6.9825
LAPATINIB	ERLOTINIB	LNCAP	1.2275000000000005
LAPATINIB	GELDANAMYCIN	LNCAP	5.725
LAPATINIB	MK-2206	LNCAP	-6.265
LAPATINIB	MK-4827	LNCAP	-19.3875
LAPATINIB	MK-5108	LNCAP	-12.945
LAPATINIB	MK-8669	LNCAP	-4.7925
LAPATINIB	MK-8776	LNCAP	-7.229999999999999
LAPATINIB	OXALIPLATIN	LNCAP	-3.4725
LAPATINIB	PD325901	LNCAP	0.7150000000000007
LAPATINIB	SN-38	LNCAP	-4.0225
LAPATINIB	SORAFENIB	LNCAP	-4.47
LAPATINIB	TOPOTECAN	LNCAP	-4.6325
METFORMIN	ABT-888	LNCAP	5.050000000000001
METFORMIN	AZD1775	LNCAP	2.3425
METFORMIN	BEZ-235	LNCAP	8.645
METFORMIN	BORTEZOMIB	LNCAP	-2.475
METFORMIN	DASATINIB	LNCAP	-7.4675
METFORMIN	DINACICLIB	LNCAP	4.444999999999999
METFORMIN	ERLOTINIB	LNCAP	-0.8875
METFORMIN	GELDANAMYCIN	LNCAP	4.34
METFORMIN	L778123	LNCAP	3.0175
METFORMIN	LAPATINIB	LNCAP	-1.4625
METFORMIN	MK-2206	LNCAP	-0.045
METFORMIN	MK-4827	LNCAP	-6.405
METFORMIN	MK-5108	LNCAP	-2.26
METFORMIN	MK-8669	LNCAP	-0.9524999999999998
METFORMIN	MK-8776	LNCAP	0.9025
METFORMIN	PD325901	LNCAP	-1.7025
METFORMIN	SORAFENIB	LNCAP	-1.215
METFORMIN	SUNITINIB	LNCAP	0.6775
METFORMIN	TEMOZOLOMIDE	LNCAP	3.7175
METFORMIN	ZOLINZA	LNCAP	12.9975
METHOTREXATE	ABT-888	LNCAP	-18.725
METHOTREXATE	AZD1775	LNCAP	-22.2575
METHOTREXATE	BEZ-235	LNCAP	-2.3325000000000005
METHOTREXATE	BORTEZOMIB	LNCAP	-11.3175
METHOTREXATE	DASATINIB	LNCAP	-7.722499999999999
METHOTREXATE	DINACICLIB	LNCAP	-1.7325000000000002
METHOTREXATE	ERLOTINIB	LNCAP	-0.935
METHOTREXATE	GELDANAMYCIN	LNCAP	-7.165
METHOTREXATE	L778123	LNCAP	-22.455
METHOTREXATE	LAPATINIB	LNCAP	-1.7875
METHOTREXATE	MK-2206	LNCAP	-9.805
METHOTREXATE	MK-4827	LNCAP	-19.192500000000003
METHOTREXATE	MK-5108	LNCAP	-20.485
METHOTREXATE	MK-8669	LNCAP	-14.3525
METHOTREXATE	MK-8776	LNCAP	-17.725
METHOTREXATE	PD325901	LNCAP	-12.3675
METHOTREXATE	SORAFENIB	LNCAP	-7.3425
METHOTREXATE	SUNITINIB	LNCAP	-10.7175
METHOTREXATE	TEMOZOLOMIDE	LNCAP	-12.635
METHOTREXATE	ZOLINZA	LNCAP	-11.69
MITOMYCINE	ABT-888	LNCAP	-8.022499999999999
MITOMYCINE	AZD1775	LNCAP	-5.865
MITOMYCINE	BEZ-235	LNCAP	-2.2575
MITOMYCINE	BORTEZOMIB	LNCAP	-6.3975
MITOMYCINE	DASATINIB	LNCAP	-5.7675
MITOMYCINE	DINACICLIB	LNCAP	4.2575
MITOMYCINE	ERLOTINIB	LNCAP	-19.125
MITOMYCINE	GELDANAMYCIN	LNCAP	-11.115
MITOMYCINE	L778123	LNCAP	-20.2275
MITOMYCINE	LAPATINIB	LNCAP	-7.41
MITOMYCINE	MK-2206	LNCAP	-6.19
MITOMYCINE	MK-4827	LNCAP	-17.6125
MITOMYCINE	MK-5108	LNCAP	-11.8075
MITOMYCINE	MK-8669	LNCAP	-6.855
MITOMYCINE	MK-8776	LNCAP	-1.6575
MITOMYCINE	PD325901	LNCAP	-9.9375
MITOMYCINE	SORAFENIB	LNCAP	-17.990000000000002
MITOMYCINE	SUNITINIB	LNCAP	-9.99
MITOMYCINE	TEMOZOLOMIDE	LNCAP	3.3875
MITOMYCINE	ZOLINZA	LNCAP	9.1925
MK-2206	ABT-888	LNCAP	-5.467499999999999
MK-2206	BEZ-235	LNCAP	3.075
MK-2206	BORTEZOMIB	LNCAP	-2.365
MK-2206	DASATINIB	LNCAP	0.5349999999999999
MK-2206	DINACICLIB	LNCAP	1.2225
MK-2206	ERLOTINIB	LNCAP	-1.285
MK-2206	GELDANAMYCIN	LNCAP	-1.3225
MK-2206	MK-8669	LNCAP	-7.710000000000001
MK-2206	MK-8776	LNCAP	-2.1225
MK-2206	OXALIPLATIN	LNCAP	-6.91
MK-2206	PD325901	LNCAP	-1.955
MK-2206	SN-38	LNCAP	-1.43
MK-2206	SORAFENIB	LNCAP	-2.6025
MK-2206	TOPOTECAN	LNCAP	-73.845
MK-4541	5-FU	LNCAP	-4.82
MK-4541	ABT-888	LNCAP	2.3925
MK-4541	AZD1775	LNCAP	-8.745
MK-4541	BEZ-235	LNCAP	4.3525
MK-4541	BORTEZOMIB	LNCAP	2.5775
MK-4541	CARBOPLATIN	LNCAP	-8.985
MK-4541	CYCLOPHOSPHAMIDE	LNCAP	-7.3125
MK-4541	DASATINIB	LNCAP	1.4074999999999998
MK-4541	DEXAMETHASONE	LNCAP	2.8725
MK-4541	DINACICLIB	LNCAP	5.6625
MK-4541	DOXORUBICIN	LNCAP	-3.6075
MK-4541	ERLOTINIB	LNCAP	-1.82
MK-4541	ETOPOSIDE	LNCAP	-3.5125
MK-4541	GELDANAMYCIN	LNCAP	1.31
MK-4541	GEMCITABINE	LNCAP	-53.4975
MK-4541	L778123	LNCAP	-7.7775
MK-4541	LAPATINIB	LNCAP	-2.5575
MK-4541	METFORMIN	LNCAP	2.5825
MK-4541	METHOTREXATE	LNCAP	-13.565
MK-4541	MITOMYCINE	LNCAP	-10.755
MK-4541	MK-2206	LNCAP	-8.2
MK-4541	MK-4827	LNCAP	-6.095
MK-4541	MK-5108	LNCAP	-12.405
MK-4541	MK-8669	LNCAP	0.7250000000000001
MK-4541	MK-8776	LNCAP	-3.8525
MK-4541	MRK-003	LNCAP	-5.2575
MK-4541	OXALIPLATIN	LNCAP	4.6075
MK-4541	PACLITAXEL	LNCAP	-4.44
MK-4541	PD325901	LNCAP	5.0375
MK-4541	SN-38	LNCAP	-6.085000000000001
MK-4541	SORAFENIB	LNCAP	-0.08
MK-4541	SUNITINIB	LNCAP	-5.37
MK-4541	TEMOZOLOMIDE	LNCAP	-2.3775
MK-4541	TOPOTECAN	LNCAP	-55.6875
MK-4541	VINBLASTINE	LNCAP	-8.5775
MK-4541	VINORELBINE	LNCAP	-1.6674999999999998
MK-4541	ZOLINZA	LNCAP	-33.222500000000004
MK-4827	ABT-888	LNCAP	-27.382500000000004
MK-4827	BEZ-235	LNCAP	-0.6874999999999999
MK-4827	BORTEZOMIB	LNCAP	-46.7925
MK-4827	DASATINIB	LNCAP	-6.7575
MK-4827	DINACICLIB	LNCAP	-0.2649999999999999
MK-4827	ERLOTINIB	LNCAP	-7.955
MK-4827	GELDANAMYCIN	LNCAP	-52.345
MK-4827	MK-2206	LNCAP	-6.8075
MK-4827	MK-8669	LNCAP	-5.699999999999999
MK-4827	MK-8776	LNCAP	-10.84
MK-4827	OXALIPLATIN	LNCAP	4.4475
MK-4827	PD325901	LNCAP	-9.3175
MK-4827	SN-38	LNCAP	-8.98
MK-4827	SORAFENIB	LNCAP	-7.022499999999999
MK-4827	TOPOTECAN	LNCAP	-2.4275
MK-5108	ABT-888	LNCAP	-28.195
MK-5108	BEZ-235	LNCAP	-46.2975
MK-5108	BORTEZOMIB	LNCAP	-56.425
MK-5108	DASATINIB	LNCAP	-3.685
MK-5108	DINACICLIB	LNCAP	-42.185
MK-5108	ERLOTINIB	LNCAP	-3.4975
MK-5108	GELDANAMYCIN	LNCAP	-53.5025
MK-5108	MK-2206	LNCAP	-7.715
MK-5108	MK-4827	LNCAP	-14.23
MK-5108	MK-8669	LNCAP	-8.36
MK-5108	MK-8776	LNCAP	-43.955
MK-5108	OXALIPLATIN	LNCAP	-2.08
MK-5108	PD325901	LNCAP	-31.9225
MK-5108	SN-38	LNCAP	-10.4825
MK-5108	SORAFENIB	LNCAP	-5.887499999999999
MK-5108	TOPOTECAN	LNCAP	-62.205
MK-8669	BEZ-235	LNCAP	12.7975
MK-8669	DINACICLIB	LNCAP	5.7675
MK-8669	GELDANAMYCIN	LNCAP	2.395
MK-8669	MK-8776	LNCAP	-4.51
MK-8669	OXALIPLATIN	LNCAP	5.1025
MK-8669	SN-38	LNCAP	-7.922499999999999
MK-8669	SORAFENIB	LNCAP	0.1774999999999999
MK-8669	TOPOTECAN	LNCAP	-58.9375
MRK-003	5-FU	LNCAP	-10.3725
MRK-003	ABT-888	LNCAP	4.0825
MRK-003	AZD1775	LNCAP	-13.4575
MRK-003	BEZ-235	LNCAP	4.0
MRK-003	BORTEZOMIB	LNCAP	5.3925
MRK-003	CARBOPLATIN	LNCAP	-6.697500000000001
MRK-003	CYCLOPHOSPHAMIDE	LNCAP	-7.17
MRK-003	DASATINIB	LNCAP	-6.55
MRK-003	DEXAMETHASONE	LNCAP	-8.215
MRK-003	DINACICLIB	LNCAP	-4.3500000000000005
MRK-003	DOXORUBICIN	LNCAP	-14.2425
MRK-003	ERLOTINIB	LNCAP	-7.667499999999999
MRK-003	ETOPOSIDE	LNCAP	1.42
MRK-003	GELDANAMYCIN	LNCAP	4.93
MRK-003	GEMCITABINE	LNCAP	-7.96
MRK-003	L778123	LNCAP	0.2600000000000001
MRK-003	LAPATINIB	LNCAP	-8.785
MRK-003	METFORMIN	LNCAP	-0.8575
MRK-003	METHOTREXATE	LNCAP	-16.990000000000002
MRK-003	MITOMYCINE	LNCAP	-11.92
MRK-003	MK-2206	LNCAP	-2.5275
MRK-003	MK-4827	LNCAP	-8.435
MRK-003	MK-5108	LNCAP	-16.1525
MRK-003	MK-8669	LNCAP	-7.1775
MRK-003	MK-8776	LNCAP	-11.7525
MRK-003	OXALIPLATIN	LNCAP	-5.345
MRK-003	PACLITAXEL	LNCAP	-10.58
MRK-003	PD325901	LNCAP	7.867500000000001
MRK-003	SN-38	LNCAP	-4.9325
MRK-003	SORAFENIB	LNCAP	1.9875
MRK-003	SUNITINIB	LNCAP	-10.16
MRK-003	TEMOZOLOMIDE	LNCAP	-0.5274999999999999
MRK-003	TOPOTECAN	LNCAP	-61.675
MRK-003	VINBLASTINE	LNCAP	-0.9925
MRK-003	VINORELBINE	LNCAP	-1.755
MRK-003	ZOLINZA	LNCAP	-1.5025
OXALIPLATIN	DINACICLIB	LNCAP	5.0975
OXALIPLATIN	MK-8776	LNCAP	0.3575
OXALIPLATIN	SORAFENIB	LNCAP	-3.2525
PACLITAXEL	ABT-888	LNCAP	-7.337499999999999
PACLITAXEL	AZD1775	LNCAP	-2.1625
PACLITAXEL	BEZ-235	LNCAP	-3.8375
PACLITAXEL	BORTEZOMIB	LNCAP	-4.8100000000000005
PACLITAXEL	DASATINIB	LNCAP	-7.04
PACLITAXEL	DINACICLIB	LNCAP	-2.58
PACLITAXEL	ERLOTINIB	LNCAP	-8.0775
PACLITAXEL	GELDANAMYCIN	LNCAP	-10.64
PACLITAXEL	L778123	LNCAP	-7.1
PACLITAXEL	LAPATINIB	LNCAP	-4.045
PACLITAXEL	MK-2206	LNCAP	-6.532500000000001
PACLITAXEL	MK-4827	LNCAP	-15.5625
PACLITAXEL	MK-5108	LNCAP	-9.5925
PACLITAXEL	MK-8669	LNCAP	-5.565
PACLITAXEL	MK-8776	LNCAP	-7.77
PACLITAXEL	PD325901	LNCAP	-6.2475000000000005
PACLITAXEL	SORAFENIB	LNCAP	-8.295
PACLITAXEL	SUNITINIB	LNCAP	-7.782500000000001
PACLITAXEL	TEMOZOLOMIDE	LNCAP	-2.5325
PACLITAXEL	ZOLINZA	LNCAP	1.1075
PD325901	ABT-888	LNCAP	-8.3275
PD325901	BEZ-235	LNCAP	10.0275
PD325901	BORTEZOMIB	LNCAP	-1.255
PD325901	DASATINIB	LNCAP	-16.982499999999998
PD325901	DINACICLIB	LNCAP	1.9675
PD325901	GELDANAMYCIN	LNCAP	4.535
PD325901	MK-8669	LNCAP	-7.557499999999999
PD325901	MK-8776	LNCAP	-34.6975
PD325901	OXALIPLATIN	LNCAP	-1.1025000000000005
PD325901	SN-38	LNCAP	-5.655
PD325901	SORAFENIB	LNCAP	0.8550000000000001
PD325901	TOPOTECAN	LNCAP	0.6599999999999999
SN-38	DINACICLIB	LNCAP	2.0775
SN-38	MK-8776	LNCAP	-1.1625000000000003
SN-38	SORAFENIB	LNCAP	-28.4425
SORAFENIB	DINACICLIB	LNCAP	-1.1075
SORAFENIB	MK-8776	LNCAP	-4.130000000000001
SUNITINIB	ABT-888	LNCAP	-7.2875
SUNITINIB	AZD1775	LNCAP	-9.345
SUNITINIB	BEZ-235	LNCAP	7.3475
SUNITINIB	BORTEZOMIB	LNCAP	-0.6499999999999999
SUNITINIB	DASATINIB	LNCAP	-6.7725
SUNITINIB	DINACICLIB	LNCAP	0.8325000000000001
SUNITINIB	ERLOTINIB	LNCAP	-1.7899999999999998
SUNITINIB	GELDANAMYCIN	LNCAP	-0.3024999999999999
SUNITINIB	LAPATINIB	LNCAP	-8.6025
SUNITINIB	MK-2206	LNCAP	-0.7549999999999999
SUNITINIB	MK-4827	LNCAP	-13.255
SUNITINIB	MK-5108	LNCAP	-20.04
SUNITINIB	MK-8669	LNCAP	-1.0425
SUNITINIB	MK-8776	LNCAP	-11.0125
SUNITINIB	OXALIPLATIN	LNCAP	-3.14
SUNITINIB	PD325901	LNCAP	-9.325
SUNITINIB	SN-38	LNCAP	-5.6125
SUNITINIB	SORAFENIB	LNCAP	-13.6675
SUNITINIB	TEMOZOLOMIDE	LNCAP	-1.2900000000000005
SUNITINIB	TOPOTECAN	LNCAP	-14.9125
TEMOZOLOMIDE	ABT-888	LNCAP	12.02
TEMOZOLOMIDE	AZD1775	LNCAP	-2.8125
TEMOZOLOMIDE	BEZ-235	LNCAP	11.322500000000002
TEMOZOLOMIDE	BORTEZOMIB	LNCAP	2.3
TEMOZOLOMIDE	DASATINIB	LNCAP	-2.5775
TEMOZOLOMIDE	DINACICLIB	LNCAP	-30.6975
TEMOZOLOMIDE	ERLOTINIB	LNCAP	-1.555
TEMOZOLOMIDE	GELDANAMYCIN	LNCAP	3.46
TEMOZOLOMIDE	LAPATINIB	LNCAP	-0.3249999999999999
TEMOZOLOMIDE	MK-2206	LNCAP	-0.5175000000000001
TEMOZOLOMIDE	MK-4827	LNCAP	10.73
TEMOZOLOMIDE	MK-5108	LNCAP	-23.3125
TEMOZOLOMIDE	MK-8669	LNCAP	9.2775
TEMOZOLOMIDE	MK-8776	LNCAP	-1.1799999999999995
TEMOZOLOMIDE	OXALIPLATIN	LNCAP	-0.2625000000000002
TEMOZOLOMIDE	PD325901	LNCAP	-9.9075
TEMOZOLOMIDE	SN-38	LNCAP	1.0125
TEMOZOLOMIDE	SORAFENIB	LNCAP	-2.79
TEMOZOLOMIDE	TOPOTECAN	LNCAP	-41.0625
TOPOTECAN	BEZ-235	LNCAP	1.375
TOPOTECAN	DINACICLIB	LNCAP	-62.9175
TOPOTECAN	MK-8776	LNCAP	-63.6475
TOPOTECAN	SORAFENIB	LNCAP	-6.5825
VINBLASTINE	ABT-888	LNCAP	-28.0925
VINBLASTINE	AZD1775	LNCAP	-7.742500000000001
VINBLASTINE	BEZ-235	LNCAP	-1.6925
VINBLASTINE	BORTEZOMIB	LNCAP	-45.2975
VINBLASTINE	DASATINIB	LNCAP	-12.3075
VINBLASTINE	DINACICLIB	LNCAP	-2.2425
VINBLASTINE	ERLOTINIB	LNCAP	-3.4625
VINBLASTINE	GELDANAMYCIN	LNCAP	-39.8075
VINBLASTINE	L778123	LNCAP	-44.4225
VINBLASTINE	LAPATINIB	LNCAP	-11.8975
